Gene/proteinID	Brown et al. 2014 ID	Description of gene/protein product	Proposed gene name	condition	nmol/gDCW	SD	mM	logSD
CAETHG_RS13755	CAETHG_2796	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytD	Syngas	51.5	6.0	0.021197399999999998	0.11611239352995383
CAETHG_RS13760	CAETHG_2797	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE1	CO	4.7	0.9	0.00193452	0.18976799816662468
CAETHG_RS13760	CAETHG_2797	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE1	High-H2 CO	2.3	1.6	0.0009466799999999998	0.6282477902262046
CAETHG_RS13760	CAETHG_2797	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE1	Syngas	3.7	0.6	0.0015229199999999997	0.16111100669847864
CAETHG_RS13765	CAETHG_2798	hydrogenase, Fe-only	HytA	CO	80.0	11.1	0.03292799999999999	0.1380890861219464
CAETHG_RS13765	CAETHG_2798	hydrogenase, Fe-only	HytA	High-H2 CO	102.0	7.7	0.0419832	0.07538297648972993
CAETHG_RS13765	CAETHG_2798	hydrogenase, Fe-only	HytA	Syngas	63.1	5.6	0.02597196	0.08857401109059228
CAETHG_RS13770	CAETHG_2799	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE2	CO	11.2	2.1	0.00460992	0.18588270900398385
CAETHG_RS13770	CAETHG_2799	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE2	High-H2 CO	5.8	1.5	0.0023872799999999994	0.25444620267311624
CAETHG_RS13770	CAETHG_2799	4Fe-4S ferredoxin, iron-sulpur binding domain-c	HytE2	Syngas	5.1	0.6	0.0020991599999999997	0.11724299938433483
CAETHG_RS13775	CAETHG_2800	sigma54 specific transcriptional regulator with	acoR12	CO	0.9	0.3	0.00037044	0.32459284597450133
CAETHG_RS13775	CAETHG_2800	sigma54 specific transcriptional regulator with	acoR12	High-H2 CO				
CAETHG_RS13775	CAETHG_2800	sigma54 specific transcriptional regulator with	acoR12	Syngas				
CAETHG_RS13785	CAETHG_2802	methyl-accepting chemotaxis sensory transducer	RS13785	CO	1.4	0.1	0.00057624	0.07133771448169074
CAETHG_RS13785	CAETHG_2802	methyl-accepting chemotaxis sensory transducer	RS13785	High-H2 CO	0.8	0.8	0.00032927999999999994	0.8325546111576977
CAETHG_RS13785	CAETHG_2802	methyl-accepting chemotaxis sensory transducer	RS13785	Syngas				
CAETHG_RS13800	CAETHG_2806	UPF0735 ACT domain-containing protein	pheB	CO	1.1	0.2	0.00045275999999999997	0.18034187452047828
CAETHG_RS13800	CAETHG_2806	UPF0735 ACT domain-containing protein	pheB	High-H2 CO				
CAETHG_RS13800	CAETHG_2806	UPF0735 ACT domain-containing protein	pheB	Syngas				
CAETHG_RS13805	CAETHG_2807	homoserine dehydrogenase	hom	CO	2.8	0.6	0.00115248	0.21188515735626917
CAETHG_RS13805	CAETHG_2807	homoserine dehydrogenase	hom	High-H2 CO	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS13805	CAETHG_2807	homoserine dehydrogenase	hom	Syngas	2.1	0.5	0.0008643599999999999	0.23482069474132783
CAETHG_RS13810	CAETHG_2808	Homoserine kinase	thrB	CO	10.5	0.8	0.004321799999999999	0.07608025130195752
CAETHG_RS13810	CAETHG_2808	Homoserine kinase	thrB	High-H2 CO				
CAETHG_RS13810	CAETHG_2808	Homoserine kinase	thrB	Syngas	4.8	0.7	0.0019756799999999996	0.1450667670818533
CAETHG_RS13840	CAETHG_2814	cell shape determining protein, MreB/Mrl family	mreB2	CO	19.3	6.6	0.007943879999999999	0.3325586467448398
CAETHG_RS13840	CAETHG_2814	cell shape determining protein, MreB/Mrl family	mreB2	High-H2 CO	24.1	11.6	0.009919559999999997	0.4564824316119598
CAETHG_RS13840	CAETHG_2814	cell shape determining protein, MreB/Mrl family	mreB2	Syngas	21.1	2.2	0.00868476	0.10398368496573257
CAETHG_RS13845	CAETHG_2815	rod shape-determining protein MreC	mreC	CO	2.3	0.3	0.0009466799999999998	0.12988505804550798
CAETHG_RS13845	CAETHG_2815	rod shape-determining protein MreC	mreC	High-H2 CO	1.6	0.6	0.0006585599999999999	0.36273455554815737
CAETHG_RS13845	CAETHG_2815	rod shape-determining protein MreC	mreC	Syngas	3.1	0.7	0.0012759599999999998	0.22300493462031856
CAETHG_RS13855	CAETHG_2817	Penicillin-binding protein dimerization domain-	mrdA2	CO	1.0	0.1	0.0004116	0.0997513451195927
CAETHG_RS13855	CAETHG_2817	Penicillin-binding protein dimerization domain-	mrdA2	High-H2 CO	0.7	0.3	0.00028812	0.41063695941280387
CAETHG_RS13855	CAETHG_2817	Penicillin-binding protein dimerization domain-	mrdA2	Syngas	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS13865	CAETHG_2819	septum site-determining protein MinD	minD	CO	11.3	0.6	0.00465108	0.05305997746837474
CAETHG_RS13865	CAETHG_2819	septum site-determining protein MinD	minD	High-H2 CO	7.3	1.8	0.0030046799999999996	0.24294603182293106
CAETHG_RS13865	CAETHG_2819	septum site-determining protein MinD	minD	Syngas	12.3	1.1	0.005062679999999999	0.0892528503226798
CAETHG_RS13880	CAETHG_2822	Methylglyoxal synthase	mgsA	CO	2.3	0.3	0.0009466799999999998	0.12988505804550798
CAETHG_RS13880	CAETHG_2822	Methylglyoxal synthase	mgsA	High-H2 CO	1.0	0.3	0.0004116	0.293560379208524
CAETHG_RS13880	CAETHG_2822	Methylglyoxal synthase	mgsA	Syngas	4.4	0.9	0.0018110399999999999	0.20245313066902523
CAETHG_RS13910	CAETHG_2828	50S ribosomal protein L21	rplU	CO	11.8	1.1	0.00485688	0.09301876481127046
CAETHG_RS13910	CAETHG_2828	50S ribosomal protein L21	rplU	High-H2 CO	8.1	2.7	0.0033339599999999995	0.32459284597450133
CAETHG_RS13910	CAETHG_2828	50S ribosomal protein L21	rplU	Syngas	36.2	6.9	0.01489992	0.18890973672271433
CAETHG_RS13925	CAETHG_2831	GTPase obg	obgE	CO	2.1	0.3	0.0008643599999999999	0.14213622802621248
CAETHG_RS13925	CAETHG_2831	GTPase obg	obgE	High-H2 CO	1.3	0.5	0.00053508	0.3714289220567708
CAETHG_RS13925	CAETHG_2831	GTPase obg	obgE	Syngas	0.7	0.2	0.00028812	0.2801278555258211
CAETHG_RS13935	CAETHG_2833	metal dependent phosphohydrolase	RS13935	CO	1.4	0.3	0.00057624	0.21188515735626917
CAETHG_RS13935	CAETHG_2833	metal dependent phosphohydrolase	RS13935	High-H2 CO				
CAETHG_RS13935	CAETHG_2833	metal dependent phosphohydrolase	RS13935	Syngas	1.1	0.7	0.00045275999999999997	0.583101956310833
CAETHG_RS13940	CAETHG_2834	endoribonuclease L-PSP	ridA2	CO	6.6	0.6	0.00271656	0.09072209839127093
CAETHG_RS13940	CAETHG_2834	endoribonuclease L-PSP	ridA2	High-H2 CO	3.7	1.4	0.0015229199999999997	0.36579403724747156
CAETHG_RS13940	CAETHG_2834	endoribonuclease L-PSP	ridA2	Syngas	11.8	1.8	0.00485688	0.15166600158957208
CAETHG_RS13965	CAETHG_2839	L-seryl-tRNA(Sec) selenium transferase	selA	CO	1.1	0.3	0.00045275999999999997	0.2678505270833741
CAETHG_RS13965	CAETHG_2839	L-seryl-tRNA(Sec) selenium transferase	selA	High-H2 CO	0.7	0.5	0.00028812	0.6420629214442641
CAETHG_RS13965	CAETHG_2839	L-seryl-tRNA(Sec) selenium transferase	selA	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS13985	CAETHG_2844	hypothetical protein	RS13985	CO	10.2	1.7	0.004198319999999999	0.16552635496534787
CAETHG_RS13985	CAETHG_2844	hypothetical protein	RS13985	High-H2 CO	3.4	0.5	0.0013994399999999996	0.14627291945209672
CAETHG_RS13985	CAETHG_2844	hypothetical protein	RS13985	Syngas	10.4	0.9	0.00428064	0.08637709588855652
CAETHG_RS13990	CAETHG_2845	Uroporphyrinogen decarboxylase (URO-D)	RS13990	CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS13990	CAETHG_2845	Uroporphyrinogen decarboxylase (URO-D)	RS13990	High-H2 CO				
CAETHG_RS13990	CAETHG_2845	Uroporphyrinogen decarboxylase (URO-D)	RS13990	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS14015	CAETHG_2850	Uroporphyrinogen decarboxylase (URO-D)	RS14015	CO	0.9	0.7	0.00037044	0.6878119625182043
CAETHG_RS14015	CAETHG_2850	Uroporphyrinogen decarboxylase (URO-D)	RS14015	High-H2 CO				
CAETHG_RS14015	CAETHG_2850	Uroporphyrinogen decarboxylase (URO-D)	RS14015	Syngas	0.7	0.3	0.00028812	0.41063695941280387
CAETHG_RS14090	CAETHG_2866	Hydroxylamine reductase	hcp2	CO	22.9	4.9	0.009425639999999999	0.2115835429160097
CAETHG_RS14090	CAETHG_2866	Hydroxylamine reductase	hcp2	High-H2 CO	26.9	5.3	0.011072039999999998	0.195153106477546
CAETHG_RS14090	CAETHG_2866	Hydroxylamine reductase	hcp2	Syngas	16.1	1.2	0.0066267600000000015	0.0744309561491737
CAETHG_RS14145	CAETHG_2878	protein of unknown function DUF4412	RS14145	CO				
CAETHG_RS14145	CAETHG_2878	protein of unknown function DUF4412	RS14145	High-H2 CO	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS14145	CAETHG_2878	protein of unknown function DUF4412	RS14145	Syngas				
CAETHG_RS14190	CAETHG_2887	GTP-binding protein lepA		CO	1.4	0.2	0.00057624	0.14213622802621248
CAETHG_RS14190	CAETHG_2887	GTP-binding protein lepA		High-H2 CO	1.4	0.4	0.00057624	0.2801278555258211
CAETHG_RS14190	CAETHG_2887	GTP-binding protein lepA		Syngas	2.1	0.3	0.0008643599999999999	0.14213622802621248
CAETHG_RS14205	CAETHG_2890	Protein grpE	GRPE	CO	6.5	1.8	0.0026753999999999997	0.271823780745412
CAETHG_RS14205	CAETHG_2890	Protein grpE	GRPE	High-H2 CO	6.1	3.3	0.0025107599999999995	0.5066602754836661
CAETHG_RS14205	CAETHG_2890	Protein grpE	GRPE	Syngas	8.5	0.3	0.0034986	0.03528313380937774
CAETHG_RS14210	CAETHG_2891	Chaperone protein dnaK	dnaK	CO	55.0	1.3	0.022638	0.023633063357773532
CAETHG_RS14210	CAETHG_2891	Chaperone protein dnaK	dnaK	High-H2 CO	50.9	3.8	0.020950439999999994	0.07455247654895661
CAETHG_RS14210	CAETHG_2891	Chaperone protein dnaK	dnaK	Syngas	61.2	4.0	0.02518992	0.06528983652262557
CAETHG_RS14215	CAETHG_2892	Chaperone protein dnaJ	dnaJ2	CO	3.9	0.4	0.0016052399999999997	0.10229590059871894
CAETHG_RS14215	CAETHG_2892	Chaperone protein dnaJ	dnaJ2	High-H2 CO	2.4	0.6	0.0009878399999999998	0.24622067706923975
CAETHG_RS14215	CAETHG_2892	Chaperone protein dnaJ	dnaJ2	Syngas	3.9	0.6	0.0016052399999999997	0.15294730979884993
CAETHG_RS14220	CAETHG_2893	Ribosomal protein L11 methyltransferase	prmA	CO	1.5	0.7	0.0006173999999999998	0.4438780284984265
CAETHG_RS14220	CAETHG_2893	Ribosomal protein L11 methyltransferase	prmA	High-H2 CO				
CAETHG_RS14220	CAETHG_2893	Ribosomal protein L11 methyltransferase	prmA	Syngas				
CAETHG_RS14230	CAETHG_2896	MiaB-like tRNA modifying enzyme	mtaB	CO				
CAETHG_RS14230	CAETHG_2896	MiaB-like tRNA modifying enzyme	mtaB	High-H2 CO				
CAETHG_RS14230	CAETHG_2896	MiaB-like tRNA modifying enzyme	mtaB	Syngas	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS14235	CAETHG_2897	histidine triad (HIT) protein		CO	4.4	2.0	0.0018110399999999999	0.4333775214655178
CAETHG_RS14235	CAETHG_2897	histidine triad (HIT) protein		High-H2 CO	2.9	1.1	0.0011936399999999997	0.3666371376344171
CAETHG_RS14235	CAETHG_2897	histidine triad (HIT) protein		Syngas	5.4	2.0	0.0022226399999999997	0.3585337126779527
CAETHG_RS14240	CAETHG_2898	30S ribosomal protein S21	rpsU	CO	28.2	4.2	0.011607119999999997	0.148120023256446
CAETHG_RS14240	CAETHG_2898	30S ribosomal protein S21	rpsU	High-H2 CO	13.4	4.2	0.005515439999999999	0.30611930395648634
CAETHG_RS14240	CAETHG_2898	30S ribosomal protein S21	rpsU	Syngas	81.9	5.0	0.03371004	0.06099329053270017
CAETHG_RS14245	CAETHG_2899	hypothetical protein	K09117	CO	2.5	0.4	0.0010289999999999997	0.1589899593819327
CAETHG_RS14245	CAETHG_2899	hypothetical protein	K09117	High-H2 CO	0.8	0.5	0.00032927999999999994	0.5742414878537321
CAETHG_RS14245	CAETHG_2899	hypothetical protein	K09117	Syngas	4.5	0.9	0.0018521999999999998	0.1980422004353651
CAETHG_RS14275	CAETHG_2905		era	CO	1.6	0.5	0.0006585599999999999	0.30524944693509815
CAETHG_RS14275	CAETHG_2905		era	High-H2 CO	0.6	0.3	0.00024695999999999995	0.47238072707743883
CAETHG_RS14275	CAETHG_2905		era	Syngas	0.9	0.3	0.00037044	0.32459284597450133
CAETHG_RS14285	CAETHG_2907	protein of unknown function DUF4342	RS14285	CO	2.3	0.4	0.0009466799999999998	0.17261912641693203
CAETHG_RS14285	CAETHG_2907	protein of unknown function DUF4342	RS14285	High-H2 CO	1.0	0.4	0.0004116	0.38525317015992666
CAETHG_RS14285	CAETHG_2907	protein of unknown function DUF4342	RS14285	Syngas				
CAETHG_RS14290	CAETHG_2908	transcriptional regulator, CBS sensor domains a	ccpN	CO	1.3	0.8	0.00053508	0.5666919256903412
CAETHG_RS14290	CAETHG_2908	transcriptional regulator, CBS sensor domains a	ccpN	High-H2 CO	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS14290	CAETHG_2908	transcriptional regulator, CBS sensor domains a	ccpN	Syngas	1.2	1.3	0.0004939199999999999	0.8811298944901103
CAETHG_RS14295	CAETHG_2909	pyruvate, phosphate dikinase	ppdK	CO	66.3	5.5	0.027289079999999993	0.08281406811044642
CAETHG_RS14295	CAETHG_2909	pyruvate, phosphate dikinase	ppdK	High-H2 CO	57.8	3.5	0.023790479999999996	0.06049823455020783
CAETHG_RS14295	CAETHG_2909	pyruvate, phosphate dikinase	ppdK	Syngas	46.8	5.8	0.019262879999999996	0.12345967452174922
CAETHG_RS14330	CAETHG_2916	DNA primase	dnaG	CO	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS14330	CAETHG_2916	DNA primase	dnaG	High-H2 CO				
CAETHG_RS14330	CAETHG_2916	DNA primase	dnaG	Syngas	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS14350	CAETHG_2920	NGG1p interacting factor 3 protein, NIF3	RS14350	CO	1.9	0.8	0.0007820399999999999	0.40399407247079255
CAETHG_RS14350	CAETHG_2920	NGG1p interacting factor 3 protein, NIF3	RS14350	High-H2 CO	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS14350	CAETHG_2920	NGG1p interacting factor 3 protein, NIF3	RS14350	Syngas	1.7	0.3	0.0006997199999999998	0.1751193832588852
CAETHG_RS14360	CAETHG_2922	Pyridoxal-5'-phosphate-dependent protein beta s	cysK3	CO	16.9	2.8	0.006956039999999998	0.1645600897735777
CAETHG_RS14360	CAETHG_2922	Pyridoxal-5'-phosphate-dependent protein beta s	cysK3	High-H2 CO	11.0	3.7	0.004527599999999999	0.32739165538233017
CAETHG_RS14360	CAETHG_2922	Pyridoxal-5'-phosphate-dependent protein beta s	cysK3	Syngas	12.5	1.8	0.005144999999999999	0.14326177340153212
CAETHG_RS14430	CAETHG_2936	PDZ/DHR/GLGF domain protein	degP2	CO	1.5	1.0	0.0006173999999999998	0.6064031498312961
CAETHG_RS14430	CAETHG_2936	PDZ/DHR/GLGF domain protein	degP2	High-H2 CO	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS14430	CAETHG_2936	PDZ/DHR/GLGF domain protein	degP2	Syngas	1.1	0.5	0.00045275999999999997	0.4333775214655178
CAETHG_RS14480	CAETHG_2946		RS14480	CO	1.6	0.5	0.0006585599999999999	0.30524944693509815
CAETHG_RS14480	CAETHG_2946		RS14480	High-H2 CO	1.1	0.6	0.00045275999999999997	0.5103481750252145
CAETHG_RS14480	CAETHG_2946		RS14480	Syngas	3.2	0.6	0.0013171199999999997	0.18588270900398385
CAETHG_RS14490	CAETHG_2948	phosphoribosylaminoimidazole carboxylase, catal	purE	CO				
CAETHG_RS14490	CAETHG_2948	phosphoribosylaminoimidazole carboxylase, catal	purE	High-H2 CO				
CAETHG_RS14490	CAETHG_2948	phosphoribosylaminoimidazole carboxylase, catal	purE	Syngas	9.4	1.7	0.00386904	0.17939792058628906
CAETHG_RS14495	CAETHG_2949	Phosphoribosylaminoimidazole-succinocarboxamide	purC	CO	9.7	1.6	0.003992519999999999	0.16384271309907453
CAETHG_RS14495	CAETHG_2949	Phosphoribosylaminoimidazole-succinocarboxamide	purC	High-H2 CO	5.2	1.7	0.00214032	0.31865980400710114
CAETHG_RS14495	CAETHG_2949	Phosphoribosylaminoimidazole-succinocarboxamide	purC	Syngas	15.9	1.8	0.0065444399999999995	0.11284732808616926
CAETHG_RS14500	CAETHG_2950	amidophosphoribosyltransferase	purF	CO	7.0	0.8	0.0028811999999999996	0.11391515362663471
CAETHG_RS14500	CAETHG_2950	amidophosphoribosyltransferase	purF	High-H2 CO	4.4	0.9	0.0018110399999999999	0.20245313066902523
CAETHG_RS14500	CAETHG_2950	amidophosphoribosyltransferase	purF	Syngas	6.1	0.8	0.0025107599999999995	0.13058881087186097
CAETHG_RS14505	CAETHG_2951	phosphoribosylformylglycinamidine cyclo-ligase	purM	CO	5.0	0.4	0.0020579999999999995	0.07987244183095311
CAETHG_RS14505	CAETHG_2951	phosphoribosylformylglycinamidine cyclo-ligase	purM	High-H2 CO	4.5	2.0	0.0018521999999999998	0.4245725189304461
CAETHG_RS14505	CAETHG_2951	phosphoribosylformylglycinamidine cyclo-ligase	purM	Syngas	7.7	1.2	0.0031693199999999993	0.15491014230904232
CAETHG_RS14515	CAETHG_2953	Bifunctional purine biosynthesis protein purH		CO	12.2	1.1	0.005021519999999999	0.08998148925170302
CAETHG_RS14515	CAETHG_2953	Bifunctional purine biosynthesis protein purH		High-H2 CO	8.3	0.7	0.0034162799999999994	0.08418795600618402
CAETHG_RS14515	CAETHG_2953	Bifunctional purine biosynthesis protein purH		Syngas	12.0	1.3	0.004939199999999999	0.10801748511192037
CAETHG_RS14520	CAETHG_2954	Phosphoribosylamine--glycine ligase	purD	CO	3.3	0.4	0.00135828	0.1207704062214448
CAETHG_RS14520	CAETHG_2954	Phosphoribosylamine--glycine ligase	purD	High-H2 CO	2.1	0.6	0.0008643599999999999	0.2801278555258211
CAETHG_RS14520	CAETHG_2954	Phosphoribosylamine--glycine ligase	purD	Syngas	1.8	0.4	0.00074088	0.21954977070786863
CAETHG_RS14525	CAETHG_2955	Protein of unknown function DUF2233, periplasmi	RS14525	CO	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS14525	CAETHG_2955	Protein of unknown function DUF2233, periplasmi	RS14525	High-H2 CO	0.4	0.2	0.00016463999999999997	0.47238072707743883
CAETHG_RS14525	CAETHG_2955	Protein of unknown function DUF2233, periplasmi	RS14525	Syngas	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS14545	CAETHG_2959	Vitamin B12 dependent methionine synthase activ	RS14545	CO				
CAETHG_RS14545	CAETHG_2959	Vitamin B12 dependent methionine synthase activ	RS14545	High-H2 CO				
CAETHG_RS14545	CAETHG_2959	Vitamin B12 dependent methionine synthase activ	RS14545	Syngas	1.0	0.4	0.0004116	0.38525317015992666
CAETHG_RS14600	CAETHG_2969	RNA methyltransferase, TrmA family	rumA2	CO	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS14600	CAETHG_2969	RNA methyltransferase, TrmA family	rumA2	High-H2 CO				
CAETHG_RS14600	CAETHG_2969	RNA methyltransferase, TrmA family	rumA2	Syngas	0.8	1.1	0.00032927999999999994	1.030277992446045
CAETHG_RS14605	CAETHG_2970	hypothetical protein	RS14605	CO	4.8	0.4	0.0019756799999999996	0.08318919908602172
CAETHG_RS14605	CAETHG_2970	hypothetical protein	RS14605	High-H2 CO	3.9	2.0	0.0016052399999999997	0.48319547856872974
CAETHG_RS14605	CAETHG_2970	hypothetical protein	RS14605	Syngas	5.4	0.6	0.0022226399999999997	0.11077044999373434
CAETHG_RS14625	CAETHG_2975	hypothetical protein	RS14625	CO	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS14625	CAETHG_2975	hypothetical protein	RS14625	High-H2 CO	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS14625	CAETHG_2975	hypothetical protein	RS14625	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS14690	CAETHG_2988	formate dehydrogenase, alpha subunit	fdhA2	CO	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS14690	CAETHG_2988	formate dehydrogenase, alpha subunit	fdhA2	High-H2 CO				
CAETHG_RS14690	CAETHG_2988	formate dehydrogenase, alpha subunit	fdhA2	Syngas				
CAETHG_RS14695	CAETHG_2989	Periplasmic binding protein domain containing p	mglB	CO				
CAETHG_RS14695	CAETHG_2989	Periplasmic binding protein domain containing p	mglB	High-H2 CO	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS14695	CAETHG_2989	Periplasmic binding protein domain containing p	mglB	Syngas	0.8	0.5	0.00032927999999999994	0.5742414878537321
CAETHG_RS14720	CAETHG_2994	formylmethanofuran dehydrogenase subunit E regi	fwdE	CO	1.2	0.1	0.0004939199999999999	0.08318919908602172
CAETHG_RS14720	CAETHG_2994	formylmethanofuran dehydrogenase subunit E regi	fwdE	High-H2 CO	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS14720	CAETHG_2994	formylmethanofuran dehydrogenase subunit E regi	fwdE	Syngas	0.8	0.1	0.00032927999999999994	0.1245158083777528
CAETHG_RS14725	CAETHG_2995	protein of unknown function DUF1002	RS14725	CO	6.7	1.3	0.0027577199999999995	0.19223998455668428
CAETHG_RS14725	CAETHG_2995	protein of unknown function DUF1002	RS14725	High-H2 CO	5.4	1.5	0.0022226399999999997	0.2726323649350856
CAETHG_RS14725	CAETHG_2995	protein of unknown function DUF1002	RS14725	Syngas	5.1	0.5	0.0020991599999999997	0.09780485373482165
CAETHG_RS14740	CAETHG_2998	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS14740	CO	2.4	1.8	0.0009878399999999998	0.6680472308365776
CAETHG_RS14740	CAETHG_2998	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS14740	High-H2 CO	0.7	0.5	0.00028812	0.6420629214442641
CAETHG_RS14740	CAETHG_2998	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS14740	Syngas				
CAETHG_RS14745	CAETHG_2999	2-isopropylmalate synthase	leuA	CO	11.1	2.0	0.004568759999999999	0.1787429649847584
CAETHG_RS14745	CAETHG_2999	2-isopropylmalate synthase	leuA	High-H2 CO	11.4	3.9	0.0046922399999999986	0.3326841725607596
CAETHG_RS14745	CAETHG_2999	2-isopropylmalate synthase	leuA	Syngas	7.3	2.3	0.0030046799999999996	0.30764369827918864
CAETHG_RS14750	CAETHG_3000	3-isopropylmalate dehydratase large subunit	leuC	CO	7.4	3.5	0.0030458399999999993	0.4493126545790039
CAETHG_RS14750	CAETHG_3000	3-isopropylmalate dehydratase large subunit	leuC	High-H2 CO	8.2	6.0	0.0033751199999999992	0.6548191096096679
CAETHG_RS14750	CAETHG_3000	3-isopropylmalate dehydratase large subunit	leuC	Syngas	6.1	1.7	0.0025107599999999995	0.2734936780877984
CAETHG_RS14755	CAETHG_3001	3-isopropylmalate dehydratase small subunit	leuD	CO	10.1	1.0	0.004157159999999999	0.09876853345663557
CAETHG_RS14755	CAETHG_3001	3-isopropylmalate dehydratase small subunit	leuD	High-H2 CO	5.0	1.5	0.0020579999999999995	0.293560379208524
CAETHG_RS14755	CAETHG_3001	3-isopropylmalate dehydratase small subunit	leuD	Syngas	7.4	1.6	0.0030458399999999993	0.2137512632470809
CAETHG_RS14760	CAETHG_3002	3-isopropylmalate dehydrogenase	leuB2	CO	5.9	0.4	0.00242844	0.06771889877971281
CAETHG_RS14760	CAETHG_3002	3-isopropylmalate dehydrogenase	leuB2	High-H2 CO	5.4	1.0	0.0022226399999999997	0.18362634886992105
CAETHG_RS14760	CAETHG_3002	3-isopropylmalate dehydrogenase	leuB2	Syngas	6.0	1.5	0.0024695999999999993	0.24622067706923975
CAETHG_RS14765	CAETHG_3003	Ferredoxin--NAD(+) reductase	CooS1b	CO	68.2	4.4	0.02807112	0.06444914560095731
CAETHG_RS14765	CAETHG_3003	Ferredoxin--NAD(+) reductase	CooS1b	High-H2 CO	45.4	4.8	0.01868664	0.10543318957388366
CAETHG_RS14765	CAETHG_3003	Ferredoxin--NAD(+) reductase	CooS1b	Syngas	67.2	10.1	0.027659519999999996	0.1494590670883871
CAETHG_RS14770	CAETHG_3004	4Fe-4S ferredoxin, iron-sulpur binding domain-c	cooS1a	CO	21.9	1.3	0.009014039999999997	0.05930853786895566
CAETHG_RS14770	CAETHG_3004	4Fe-4S ferredoxin, iron-sulpur binding domain-c	cooS1a	High-H2 CO	12.8	1.5	0.005268479999999999	0.11678813407090846
CAETHG_RS14770	CAETHG_3004	4Fe-4S ferredoxin, iron-sulpur binding domain-c	cooS1a	Syngas	34.3	3.5	0.014117879999999996	0.10177668339429286
CAETHG_RS14775	CAETHG_3005	carbon-monoxide dehydrogenase, catalytic subuni	cooS1	CO	105.1	14.1	0.04325916	0.13356010401769258
CAETHG_RS14775	CAETHG_3005	carbon-monoxide dehydrogenase, catalytic subuni	cooS1	High-H2 CO	99.7	18.3	0.04103652	0.18203224701941206
CAETHG_RS14775	CAETHG_3005	carbon-monoxide dehydrogenase, catalytic subuni	cooS1	Syngas	169.0	24.7	0.0695604	0.14538225295930884
CAETHG_RS14825	CAETHG_3015	lipoyltransferase and lipoate-protein ligase	lplA2	CO	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS14825	CAETHG_3015	lipoyltransferase and lipoate-protein ligase	lplA2	High-H2 CO				
CAETHG_RS14825	CAETHG_3015	lipoyltransferase and lipoate-protein ligase	lplA2	Syngas	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS14830	CAETHG_3016	DJ-1 family protein	thiJ	CO	3.4	0.2	0.0013994399999999996	0.05877273915760268
CAETHG_RS14830	CAETHG_3016	DJ-1 family protein	thiJ	High-H2 CO	1.3	0.7	0.00053508	0.5045754134577065
CAETHG_RS14830	CAETHG_3016	DJ-1 family protein	thiJ	Syngas	3.3	0.5	0.00135828	0.15065622308510493
CAETHG_RS14845	CAETHG_3019	arginine repressor, ArgR	argR	CO	3.0	0.8	0.0012347999999999997	0.2621002313738675
CAETHG_RS14845	CAETHG_3019	arginine repressor, ArgR	argR	High-H2 CO	2.0	0.5	0.0008232	0.24622067706923975
CAETHG_RS14845	CAETHG_3019	arginine repressor, ArgR	argR	Syngas	4.5	1.4	0.0018521999999999998	0.303953687843704
CAETHG_RS14885	CAETHG_3028	UDP-N-acetylglucosamine transferase	murG	CO	1.1	0.6	0.00045275999999999997	0.5103481750252145
CAETHG_RS14885	CAETHG_3028	UDP-N-acetylglucosamine transferase	murG	High-H2 CO	0.7	0.5	0.00028812	0.6420629214442641
CAETHG_RS14885	CAETHG_3028	UDP-N-acetylglucosamine transferase	murG	Syngas	1.1	0.4	0.00045275999999999997	0.3524065553184047
